UFP rating,Year of Project,Count Approach,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Development Type,Architecture,Client Server?,Functional Sizing Technique,FP Standards All,Development Platform,Language Type,CASE Tool Used,Used Methodology,How Methodology Acquired,Resource Level,Max Team Size,Input count
UFP_rating_A,2007,Count_Approach_IFPUG,393,393,1.0,19163,19163,19163,48.8,48.8,48.8,28.0,2.0,20.0,19163,11,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,108.0
UFP_rating_A,2006,Count_Approach_IFPUG,32,38,1.2,812,812,812,25.4,25.4,21.4,0.0,123456789.0,9.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,6.0
UFP_rating_D,2000,Count_Approach_COSMIC,44,44,123456789.0,182,207,207,4.1,4.7,4.7,22.7,4.4,5.0,0,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,2.0,44.0
UFP_rating_D,1996,Count_Approach_IFPUG,135,88,0.65,2652,2652,1883,19.6,19.6,21.4,22.2,123456789.0,123456789.0,0,3,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,78.0
UFP_rating_B,2004,Count_Approach_IFPUG,2289,2289,123456789.0,3394,3394,3394,1.5,1.5,1.5,2.6,21.2,9.0,3394,6,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,12.0,978.0
UFP_rating_B,2004,Count_Approach_IFPUG,143,143,123456789.0,8830,8830,8830,61.7,61.7,61.7,0.0,1.2,7.0,8830,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,17.0,98.0
UFP_rating_A,1998,Count_Approach_IFPUG,473,473,1.0,2982,2982,2982,6.3,6.3,6.3,12.7,13.5,7.0,11,6,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,1481,1703,1.15,7876,8549,8549,5.3,5.8,5.0,0.0,37.0,8.0,7876,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,3,5.0,186.0
UFP_rating_B,2000,Count_Approach_NESMA,51,51,123456789.0,205,320,205,4.0,6.3,4.0,0.0,123456789.0,1.0,205,0,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,825,825,1.0,6433,6433,6433,7.8,7.8,7.8,0.0,5.8,13.0,6433,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,361.0
UFP_rating_A,1999,Count_Approach_IFPUG,624,624,1.0,3874,3874,3874,6.2,6.2,6.2,6.4,8.1,7.0,1627,4,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,123456789.0
UFP_rating_A,2006,Count_Approach_IFPUG,215,234,1.09,1994,1994,1994,9.3,9.3,8.5,18.6,5.4,4.0,2,4,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,10.0,26.0
UFP_rating_A,2001,Count_Approach_IFPUG,290,287,0.99,1007,19943,13362,3.5,68.8,46.6,0.0,0.9,16.0,1007,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,21.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,17,17,123456789.0,139,139,139,8.2,8.2,8.2,58.8,123456789.0,0.5,139,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,1632,1632,1.0,16702,16702,16702,10.2,10.2,10.2,25.1,9.9,15.0,8092,41,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,11.0,123456789.0
UFP_rating_B,2005,Count_Approach_IFPUG,2700,2700,123456789.0,23157,31836,29520,8.6,11.8,10.9,271.5,5.5,16.4,123456789,733,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,30.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,100,100,123456789.0,549,549,456,5.5,5.5,4.6,0.0,20.0,1.0,0,0,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,123456789.0
UFP_rating_A,1994,Count_Approach_IFPUG,353,335,0.95,23093,25401,25401,65.4,72.0,75.8,289.0,1.4,12.0,23093,102,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,4,21.0,83.0
UFP_rating_B,2004,Count_Approach_IFPUG,167,167,123456789.0,1136,1136,1136,6.8,6.8,6.8,18.0,123456789.0,2.9,1136,3,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,1285,1208,0.94,123456789,21054,21054,123456789.0,16.4,17.4,4.7,123456789.0,123456789.0,123456789,6,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,16.0,123456789.0
UFP_rating_A,1995,Count_Approach_IFPUG,130,116,0.89,1939,1939,1939,14.9,14.9,16.7,0.0,123456789.0,10.0,1939,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_No,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,46.0
UFP_rating_A,2000,Count_Approach_IFPUG,659,712,1.08,16669,18521,16669,25.3,28.1,23.4,21.2,1.0,9.0,11899,14,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,72.0,123456789.0
UFP_rating_A,2004,Count_Approach_IFPUG,118,136,1.15,1516,1516,1516,12.8,12.8,11.1,0.0,3.9,6.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MR,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,5.0,102.0
UFP_rating_B,2004,Count_Approach_IFPUG,45,45,123456789.0,482,482,482,10.7,10.7,10.7,22.2,123456789.0,4.6,482,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1997,Count_Approach_IFPUG,346,346,1.0,1507,1507,1507,4.4,4.4,4.4,11.6,38.4,3.0,200,4,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,3.0,123456789.0
UFP_rating_A,2001,Count_Approach_IFPUG,396,360,0.91,8249,8249,8249,20.8,20.8,22.9,0.0,2.8,8.0,913,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,18.0,123456789.0
UFP_rating_A,2008,Count_Approach_IFPUG,617,617,1.0,21103,21103,21103,34.2,34.2,34.2,27.6,1.3,22.0,21103,17,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,21.0,60.0
UFP_rating_A,2007,Count_Approach_IFPUG,325,325,1.0,3709,3709,3709,11.4,11.4,11.4,9.2,4.9,11.0,3709,3,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,196.0
UFP_rating_D,2003,Count_Approach_COSMIC,34,34,123456789.0,11239,11239,11239,330.6,330.6,330.6,29.4,0.1,36.0,11239,1,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,12.0,34.0
UFP_rating_A,2000,Count_Approach_IFPUG,1541,1973,1.28,38095,38095,38095,24.7,24.7,19.3,0.0,123456789.0,18.0,38095,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,512,573,1.12,1821,1821,1821,3.6,3.6,3.2,0.0,123456789.0,6.0,1821,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_PC,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,123456789.0
UFP_rating_A,1999,Count_Approach_IFPUG,1169,1169,1.0,10522,10522,6734,9.0,9.0,5.8,17.1,8.7,9.0,0,20,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,15.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,1206,1399,1.16,13661,13661,12705,11.3,11.3,9.1,7.5,9.6,7.0,0,9,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,18.0,780.0
UFP_rating_B,2004,Count_Approach_IFPUG,35,35,123456789.0,322,322,322,9.2,9.2,9.2,28.6,123456789.0,1.6,322,1,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_Multi,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,1996,Count_Approach_IFPUG,149,170,1.14,123456789,1532,1532,123456789.0,10.3,9.0,0.0,6.2,8.0,123456789,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,3.0,75.0
UFP_rating_A,1998,Count_Approach_IFPUG,74,74,1.0,1419,1419,1320,19.2,19.2,17.8,202.7,2.1,6.0,0,15,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,6.0,123456789.0
UFP_rating_A,1998,Count_Approach_IFPUG,34,36,1.07,450,500,450,13.2,14.7,12.5,29.4,3.4,5.0,366,1,Development_Type_New Development,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,2.0,123456789.0
UFP_rating_A,1995,Count_Approach_IFPUG,3210,3210,1.0,43300,43300,43300,13.5,13.5,13.5,84.1,2.6,31.0,530,270,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_MR,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,40.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,89,89,123456789.0,1032,1032,1032,11.6,11.6,11.6,33.7,123456789.0,3.8,1032,3,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_B,2004,Count_Approach_IFPUG,354,354,123456789.0,5841,5841,5841,16.5,16.5,16.5,22.6,3.5,10.0,5841,8,Development_Type_Re-development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,10.0,48.0
UFP_rating_A,2005,Count_Approach_IFPUG,262,314,1.2,12657,12657,12657,48.3,48.3,40.3,15.3,123456789.0,15.0,0,4,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,86.0
UFP_rating_A,2007,Count_Approach_IFPUG,140,140,1.0,3064,3064,3064,21.9,21.9,21.9,0.0,3.3,6.0,3064,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,7.0,46.0
UFP_rating_D,2006,Count_Approach_COSMIC,467,467,123456789.0,29246,29246,29246,62.6,62.6,62.6,79.2,0.4,35.0,29246,37,Development_Type_Re-development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_IFPUG,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,35.0,467.0
UFP_rating_A,1997,Count_Approach_IFPUG,484,513,1.06,123456789,8131,8131,123456789.0,16.8,15.8,20.7,123456789.0,5.0,123456789,10,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,4,123456789.0,75.0
UFP_rating_A,2006,Count_Approach_IFPUG,112,134,1.2,845,845,845,7.5,7.5,6.3,0.0,123456789.0,8.0,0,0,Development_Type_Enhancement,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,1GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,123456789.0,42.0
UFP_rating_A,1993,Count_Approach_IFPUG,648,758,1.17,4630,4630,4630,7.1,7.1,6.1,17.0,10.8,15.0,0,11,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,4.0,116.0
UFP_rating_A,1996,Count_Approach_NESMA,1984,1984,1.0,34096,34096,31709,17.2,17.2,16.0,3.0,123456789.0,32.0,0,6,Development_Type_New Development,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_IFPUG,Development_Platform_MR,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,123456789.0,140.0
UFP_rating_B,2004,Count_Approach_IFPUG,19,19,123456789.0,55,83,83,2.9,4.4,4.4,0.0,12.7,0.3,123456789,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,5.0,123456789.0
UFP_rating_A,1993,Count_Approach_IFPUG,25,25,1.0,644,644,580,25.8,25.8,23.2,0.0,4.2,6.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Supported by a tool,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,1,1.0,14.0
UFP_rating_B,2004,Count_Approach_IFPUG,58,58,123456789.0,800,800,800,13.8,13.8,13.8,17.2,123456789.0,4.2,800,1,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Traditional,1,123456789.0,123456789.0
UFP_rating_A,2000,Count_Approach_IFPUG,408,400,0.98,3467,3871,3600,8.5,9.5,9.0,2.5,11.3,6.0,0,1,Development_Type_New Development,Architecture_Multi-tier,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_Other,Development_Platform_PC,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Developed Inhouse,2,6.0,43.0
UFP_rating_A,2004,Count_Approach_IFPUG,318,207,0.65,16705,16705,16705,52.5,52.5,80.7,0.0,1.3,15.0,1508,0,Development_Type_New Development,Architecture_Multi-tier,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,4GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,16.0,0.0
UFP_rating_B,1997,Count_Approach_OTHER,46,58,123456789.0,1652,1652,1652,35.9,35.9,28.5,0.0,123456789.0,123456789.0,0,0,Development_Type_Enhancement,Architecture_Stand alone,Client_Server_No,Functional_Sizing_Technique_Other,FP_Standards_All_COSMIC,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,4,8.0,8.7
UFP_rating_B,2004,Count_Approach_IFPUG,382,382,123456789.0,6124,6124,6124,16.0,16.0,16.0,62.8,2.2,11.0,6124,24,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,16.0,65.0
UFP_rating_A,2008,Count_Approach_IFPUG,74,74,1.0,1640,1640,1640,22.2,22.2,22.2,0.0,0.8,12.0,1640,0,Development_Type_Enhancement,Architecture_Client server,Client_Server_Yes,Functional_Sizing_Technique_Wholly manual,FP_Standards_All_COSMIC,Development_Platform_Multi,3GL,No,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,8.0,60.0
UFP_rating_D,2008,Count_Approach_COSMIC,43,43,123456789.0,1421,1421,1265,33.0,33.0,29.4,46.5,2.5,3.5,0,2,Development_Type_New Development,Architecture_Stand alone,Client_Server_Yes,Functional_Sizing_Technique_Other,FP_Standards_All_IFPUG,Development_Platform_MF,3GL,Yes,Used_Methodology_Yes,How_Methodology_Acquired_Combined Developed/Purchased,1,5.0,43.0
