Year of Project,Functional Size,Adjusted Function Points,Value Adjustment Factor,Normalised Work Effort Level 1,Normalised Work Effort,Summary Work Effort,Normalised Level 1 PDR (ufp),Normalised PDR (ufp),Pre 2002 PDR (afp),Defect Density,Speed of Delivery,Project Elapsed Time,Effort Unphased,Total Defects Delivered,Resource Level,Max Team Size,Input count,Added count,Count_Approach_COSMIC,Count_Approach_IFPUG,Count_Approach_NESMA,Count_Approach_OTHER,Development_Type_Enhancement,Development_Type_New Development,Development_Type_Re-development,Architecture_Client server,Architecture_Multi-tier,Architecture_Stand alone,Functional_Size_Technique_Other,Functional_Size_Technique_Supported by a tool,Functional_Size_Technique_Wholly manual,FP_Standard_All_COSMIC,FP_Standard_All_IFPUG,FP_Standard_All_Other,FP_Standard_All_COSMIC.1,FP_Standard_All_IFPUG.1,FP_Standard_All_Other.1,Language_Type_1GL,Language_Type_3GL,Language_Type_4GL,Client_Server_Used,Development_Platform_MF,Development_Platform_MR,Development_Platform_Multi,Development_Platform_PC,Case_Tool_Used_Yes,How_Methodology_Acquired_Combined Developed/Purchased,How_Methodology_Acquired_Developed Inhouse,How_Methodology_Acquired_Traditional,Used_Methodology_Yes
1994.0,1512,1285.0,0.85,1200.0,1200,1200,0.8,0.8,0.9,3.3,30.5,16.5,1200.0,5,1,3.0,685.0,1512.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1
1999.0,111,142.0,1.28,13175.0,13175,13175,118.7,118.7,92.8,0.0,10.42982107,18.0,13175.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2005.0,82,98.0,1.2,3524.0,3524,3172,43.0,43.0,32.4,0.0,10.42982107,36.0,0.0,0,1,9.761262136000001,69.0,35.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2006.0,447,447.0,1.0,29246.0,29246,29246,65.4,65.4,65.4,82.8,0.4,35.0,29246.0,37,1,35.0,157.0,447.0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1
1992.0,598,694.0,1.16,5316.463277000001,4086,4086,15.99293785,6.8,5.9,30.1,15.0,8.0,2853.3091719999998,18,4,5.0,61.0,598.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1
2005.0,163,163.0,1.0,5985.0,5985,5985,36.7,36.7,36.7,61.3,0.8,10.0,5985.0,10,1,20.0,42.0,0.0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
1997.0,258,248.0,0.96,5316.463277000001,2909,2909,15.99293785,11.3,11.7,317.8,10.42982107,5.0,2853.3091719999998,82,4,9.761262136000001,78.0,258.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
2004.0,53,53.0,1.021941545,753.0,753,753,14.2,14.2,14.2,37.7,10.42982107,4.4,753.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,1,1
2004.0,38,38.0,1.021941545,327.0,327,327,8.6,8.6,8.6,52.6,10.42982107,1.0,327.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1994.0,672,753.0,1.12,4301.0,4301,4301,6.4,6.4,5.7,40.2,11.2,12.0,4301.0,27,1,5.0,289.0,672.0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,1
2003.0,421,421.0,1.021941545,16788.0,16788,16788,39.9,39.9,39.9,19.0,2.7,15.5,16788.0,8,1,10.0,177.0,421.0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2000.0,3896,4363.0,1.12,3720.0,3720,3720,1.0,1.0,0.9,0.0,10.42982107,12.0,3720.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2000.0,434,378.0,0.87,5316.463277000001,714,714,15.99293785,1.6,1.9,0.0,18.1,8.0,2853.3091719999998,0,4,3.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2003.0,74,74.0,1.021941545,3132.0,3132,3132,42.3,42.3,42.3,13.5,1.1,17.0,3132.0,1,1,4.0,15.0,74.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1
1995.0,959,1093.0,1.14,7263.0,7263,7263,7.6,7.6,6.6,0.0,14.5,11.0,7263.0,0,1,6.0,392.0,959.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2000.0,981,1256.0,1.28,51527.0,51527,28855,52.5,52.5,23.0,32.6,10.42982107,28.0,0.0,32,1,9.761262136000001,270.0,981.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
2005.0,1368,1368.0,1.021941545,9010.0,8728,8728,6.6,6.4,6.4,0.0,10.42982107,8.957260274,2853.3091719999998,0,4,21.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2005.0,199,221.0,1.11,3861.0,3887,3887,19.4,19.5,17.6,25.1,4.0,5.0,3861.0,5,3,10.0,16.0,199.0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
1997.0,327,327.0,1.0,5316.463277000001,534,534,15.99293785,1.6,1.6,39.8,10.42982107,4.0,2853.3091719999998,13,4,9.761262136000001,106.0,327.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2005.0,236,236.0,1.021941545,1076.0,1076,1076,4.6,4.6,4.6,50.8,9.8,4.0,1076.0,12,1,6.0,75.0,208.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2005.0,90,109.0,1.21,310.0,310,310,3.4,3.4,2.8,0.0,2.6,7.0,310.0,0,1,5.0,60.0,7.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
2001.0,82,80.0,0.98,2894.0,10499,8084,35.3,128.0,101.1,0.0,0.3,9.0,2894.0,0,4,34.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2008.0,411,411.0,1.0,10955.0,10955,10955,26.7,26.7,26.7,7.3,2.7,15.0,10955.0,3,1,10.0,115.0,411.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
1996.0,133,153.0,1.15,2216.0,2216,2216,16.7,16.7,14.5,22.6,16.6,2.0,0.0,3,1,4.0,66.0,18.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0
2000.0,524,524.0,1.021941545,11500.0,17969,11500,21.9,34.3,21.9,1.9,10.42982107,5.0,11500.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2007.0,204,204.0,1.0,772.0,772,772,3.8,3.8,3.8,0.0,13.6,5.0,772.0,0,1,3.0,62.0,84.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1
1994.0,334,324.0,0.97,5078.0,5078,5078,15.2,15.2,15.7,41.9,5.1,13.0,5078.0,14,1,5.0,175.0,334.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1994.0,266,231.0,0.87,5316.463277000001,3762,3762,15.99293785,14.1,16.3,3.8,1.8,12.0,2853.3091719999998,1,4,12.0,0.0,266.0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0
2000.0,838,838.0,1.021941545,442.0,691,442,0.5,0.8,0.5,0.0,10.42982107,4.0,442.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
2000.0,113,113.0,1.021941545,754.0,1178,754,6.7,10.4,6.7,0.0,10.42982107,3.0,754.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1
1999.0,80,67.0,0.84,352.0,391,352,4.4,4.9,5.3,0.0,10.0,2.0,220.0,0,1,4.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2003.0,73,73.0,1.021941545,747.0,947,947,10.2,13.0,13.0,0.0,6.1,12.0,747.0,0,4,1.0,73.0,73.0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,1
2003.0,51,51.0,1.021941545,451.0,451,451,8.8,8.8,8.8,0.0,5.3,3.2,451.0,0,1,3.0,166.04545,51.0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1
1999.0,1569,1757.0,1.12,13282.0,13282,13282,8.5,8.5,7.6,0.0,10.42982107,12.0,13282.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2005.0,349,349.0,1.021941545,3068.0,3068,3068,8.8,8.8,8.8,0.0,5.8,12.0,3068.0,0,1,5.0,65.0,349.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1
1994.0,1674,1825.0,1.09,1210.0,1210,1210,0.7,0.7,0.7,0.0,37.2,15.0,1210.0,0,1,3.0,594.0,1674.0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,1
2005.0,138,166.0,1.2,2298.0,2298,2298,16.7,16.7,13.8,0.0,10.42982107,9.0,0.0,0,1,9.761262136000001,69.0,113.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2007.0,860,860.0,1.0,18825.0,18825,18825,21.9,21.9,21.9,16.3,2.6,21.0,18825.0,14,1,16.0,412.0,860.0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2004.0,1200,1200.0,1.021941545,7710.0,10293,8828,6.4,8.6,7.4,30.8,17.3,6.3,2853.3091719999998,37,4,11.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,0,1
2004.0,253,253.0,1.021941545,2960.0,2960,2960,11.7,11.7,11.7,31.6,10.42982107,7.1,2960.0,8,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
2005.0,186,186.0,1.021941545,2018.0,3638,3638,10.8,19.6,19.6,26.9,2.1,9.0,0.0,5,4,10.0,189.0,189.0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1
1994.0,379,330.0,0.87,1050.0,1050,1050,2.8,2.8,3.2,10.6,19.0,10.0,1050.0,4,1,2.0,179.0,379.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
2000.0,30,34.0,1.12,120.0,120,120,4.0,4.0,3.5,0.0,10.42982107,6.0,120.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2001.0,416,391.0,0.94,246.0,7439,5728,0.6,17.9,14.6,0.0,5.0,7.0,246.0,0,4,12.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1
2000.0,196,196.0,1.021941545,1075.0,1680,1075,5.5,8.6,5.5,5.1,10.42982107,2.0,1075.0,1,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2005.0,254,254.0,1.021941545,6590.0,6590,6590,25.9,25.9,25.9,3.9,5.3,6.0,6590.0,1,1,8.0,254.0,254.0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2005.0,200,232.0,1.16,1850.0,1850,1850,9.3,9.3,8.0,0.0,13.9,3.6,1850.0,0,1,4.0,116.0,49.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
2001.0,254,251.0,0.99,452.0,2540,1956,1.8,10.0,7.8,0.0,7.3,5.0,452.0,0,4,7.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,1
1994.0,1493,1463.0,0.98,34906.0,36046,36046,23.4,24.1,24.6,6.7,3.4,23.0,0.0,10,4,19.0,780.0,1493.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1
2004.0,120,139.0,1.17,3808.0,3808,3808,31.7,31.7,27.4,8.3,2.0,6.0,544.0,1,1,10.0,0.0,0.0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2009.0,34,34.0,1.021941545,285.0,285,285,8.4,8.4,8.4,0.0,11.3,1.5,285.0,0,1,2.0,166.04545,34.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
1995.0,805,886.0,1.1,10543.0,10543,10543,13.1,13.1,11.9,2.5,10.42982107,9.0,10543.0,2,1,9.761262136000001,253.0,805.0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
2003.0,474,474.0,1.021941545,1829.0,1829,1829,3.9,3.9,3.9,8.4,10.42982107,6.0,384.0,4,1,9.761262136000001,71.0,41.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2004.0,227,227.0,1.021941545,976.0,976,976,4.3,4.3,4.3,8.8,10.42982107,3.0,976.0,2,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1994.0,213,213.0,1.0,890.0,890,801,4.2,4.2,3.8,0.0,17.0,2.5,0.0,0,1,5.0,105.0,52.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
1998.0,176,188.0,1.07,1648.0,1831,1648,9.4,10.4,8.8,0.0,7.0,5.0,877.0,0,1,5.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
2000.0,756,665.0,0.88,739.0,4917,4917,1.0,6.5,7.4,0.0,12.0,9.0,739.0,0,4,7.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1
2005.0,307,368.0,1.2,1729.0,1729,1729,5.6,5.6,4.7,0.0,10.42982107,6.0,0.0,0,1,9.761262136000001,252.0,49.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1997.0,650,650.0,1.0,4820.0,4820,4820,7.4,7.4,7.4,81.5,7.1,13.0,1236.0,53,1,7.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2001.0,12,12.0,1.021941545,105.0,105,105,8.8,8.8,8.8,83.3,6.0,2.0,105.0,1,4,1.0,12.0,12.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
1996.0,105,105.0,1.0,2007.0,2007,2007,19.1,19.1,19.1,0.0,2.7,13.0,0.0,0,1,3.0,10.0,105.0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1
2005.0,788,867.0,1.1,17896.0,18002,18002,22.7,22.8,20.8,14.0,4.6,9.0,17896.0,11,3,19.0,97.0,788.0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1
1996.0,88,64.0,0.73,1660.0,1660,1544,18.9,18.9,24.1,34.1,2.8,4.5,0.0,3,1,7.0,15.0,88.0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1
1999.0,585,649.0,1.11,9484.0,9653,9653,16.2,16.5,14.9,29.1,2.0,15.0,9484.0,17,3,20.0,199.0,585.0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1
1995.0,380,331.0,0.87,503.0,1238,1238,1.3,3.3,3.7,5.3,38.0,5.0,503.0,2,2,2.0,84.0,156.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
2007.0,346,346.0,1.0,3476.0,3476,3476,10.0,10.0,10.0,8.7,3.8,9.0,3476.0,3,1,10.0,119.0,197.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,1,0,0,1
1998.0,269,288.0,1.07,2204.0,2449,2204,8.2,9.1,7.7,7.4,9.6,7.0,1822.0,2,1,4.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1998.0,313,313.0,1.0,441.0,441,441,1.4,1.4,1.4,0.0,39.1,4.0,270.0,0,1,2.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,1
2008.0,5,5.0,1.021941545,24.0,24,24,4.8,4.8,4.8,0.0,5.0,0.5,24.0,0,1,2.0,166.04545,0.0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2004.0,216,216.0,1.021941545,1598.0,1598,1598,7.4,7.4,7.4,32.4,10.42982107,6.2,1598.0,7,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
1997.0,1533,1809.0,1.18,26900.0,33140,33140,17.5,21.6,18.3,11.1,3.8,16.0,1072.0,17,4,25.0,686.0,1533.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1
2000.0,183,183.0,1.021941545,666.0,1041,666,3.6,5.7,3.6,16.4,10.42982107,2.0,666.0,3,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,1
1996.0,52,44.0,0.82,5316.463277000001,380,380,15.99293785,7.3,8.6,0.0,26.0,2.0,2853.3091719999998,0,4,1.0,14.0,49.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1
2000.0,68,68.0,1.021941545,143.0,223,143,2.1,3.3,2.1,0.0,10.42982107,1.0,143.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
1997.0,289,275.0,0.95,5316.463277000001,1647,1647,15.99293785,5.7,6.0,55.4,10.42982107,3.0,2853.3091719999998,16,4,9.761262136000001,31.0,289.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
2005.0,206,206.0,1.0,2805.0,2805,2805,13.6,13.6,13.6,38.8,4.3,8.0,2805.0,8,1,6.0,51.0,62.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
1994.0,106,116.0,1.1,666.0,666,553,6.3,6.3,4.8,94.3,5.3,2.0,0.0,10,1,10.0,34.0,33.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0
1997.0,136,136.0,1.0,1355.0,1506,1355,10.0,11.1,10.0,7.4,5.4,5.0,936.0,1,1,5.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1
1999.0,103,112.0,1.09,1626.0,1807,1626,15.8,17.5,14.5,0.0,2.3,4.0,906.0,0,1,11.0,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,1
2004.0,450,450.0,1.021941545,3082.0,4430,4430,6.8,9.8,9.8,0.0,10.42982107,13.2,2853.3091719999998,0,4,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1
1994.0,250,250.0,1.0,1263.0,1315,1315,5.1,5.3,5.3,0.0,7.1,5.0,0.0,0,2,7.0,68.0,250.0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,1
1999.0,275,275.0,1.0,931.0,931,931,3.4,3.4,3.4,3.6,13.8,4.0,133.0,1,1,5.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,1
2008.0,2003,2003.0,1.021941545,47493.0,47493,47493,23.7,23.7,23.7,14.0,2.9,10.0,20.0,28,1,68.0,166.04545,1336.0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1,0,1,0,1
2003.0,177,177.0,1.021941545,3800.0,4224,4224,21.5,23.9,23.9,56.5,3.7,8.0,3800.0,10,4,6.0,177.0,177.0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1
2001.0,2427,2087.0,0.86,33589.0,57811,57811,13.8,23.8,27.7,0.0,1.5,22.0,0.0,0,4,73.0,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,0,0,1
2001.0,70,70.0,1.021941545,147.0,147,147,2.1,2.1,2.1,14.3,35.0,2.0,147.0,1,4,1.0,70.0,70.0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,1
2005.0,289,347.0,1.2,1435.0,1435,1062,5.0,5.0,3.1,0.0,10.42982107,7.0,0.0,0,1,9.761262136000001,145.0,0.0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
2004.0,28,28.0,1.021941545,213.0,213,213,7.6,7.6,7.6,0.0,10.42982107,0.9,213.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1
2000.0,62,62.0,1.021941545,1080.0,1688,1080,17.4,27.2,17.4,0.0,10.42982107,2.0,1080.0,0,1,9.761262136000001,166.04545,341.22151030000003,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,1
1994.0,1540,1694.0,1.1,7816.0,7816,7816,5.1,5.1,4.6,5.8,13.8,16.0,7816.0,9,1,7.0,391.0,1540.0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,1
1994.0,475,397.0,0.83,3429.0,3429,3429,7.2,7.2,8.6,2.1,5.4,11.0,2853.3091719999998,1,2,8.0,171.68,474.82,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1
2004.0,218,218.0,1.021941545,3074.0,3074,3074,14.1,14.1,14.1,82.6,10.42982107,8.9,3074.0,18,1,9.761262136000001,166.04545,341.22151030000003,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1
2006.0,49,49.0,1.0,323.0,323,323,6.6,6.6,6.6,0.0,4.1,3.0,323.0,0,1,4.0,12.0,49.0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1
2003.0,97,97.0,1.021941545,3323.0,3323,3323,34.3,34.3,34.3,51.5,0.9,10.0,3323.0,5,1,11.0,51.0,91.0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1
1995.0,262,280.0,1.07,5316.463277000001,1417,1417,15.99293785,5.4,5.1,38.2,7.5,7.0,2853.3091719999998,10,4,5.0,161.0,262.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,1
2004.0,492,492.0,1.021941545,4158.0,4158,4158,8.5,8.5,8.5,18.3,5.6,11.0,4158.0,9,1,8.0,114.0,248.0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1
